Month,BOP_AV,BOP_BB,Lives,Mortality,Lapse,PWD,RiderCharges,SurrCharges,Interest,EOP_AV,Expenses,AgentComm,IMOOverride,WholesalerOverride,BonusComp,Chargebacks,HedgeGains,NetCashflow,Calculated
396,150053.72,26334365.91,111.7450471,1677.28,909.47,145548.52,1073.59,0,49.58,146036.27,30.42,0,0,0,0,0,51.97,-48941.1,-148113.72
397,146036.27,26021706.34,110.2438919,1878.27,901.61,143807.99,0,0,2006.53,144841.04,30.18,0,0,0,0,0,286.57,-47732.53,-146331.48
398,144841.04,25671850.68,108.7685933,1829.76,871.9,141836.87,0,0,47.4,141774.48,29.54,0,0,0,0,0,36.41,-46874.87,-144531.66
399,141774.48,25327961.04,107.3180818,1782.64,874.17,139899.96,0,0,46.51,138761.24,28.91,0,0,0,0,0,36.25,-45797.93,-142549.43
400,138761.24,24989871.07,105.8921825,1736.75,855.74,137996.49,0,0,45.64,135820.6,28.3,0,0,0,0,0,35.75,-44749.4,-140581.53
401,135820.6,24657488.75,104.4903838,1692.2,837.76,136125.8,0,0,44.78,132950.54,27.7,0,0,0,0,0,35.27,-43728.78,-138648.19
402,132950.54,24330696.64,103.1121872,1648.96,820.21,134287.2,0,0,43.95,130149.13,27.11,0,0,0,0,0,34.8,-42735.25,-136748.68
403,130149.13,24009380.17,101.7571058,1606.96,803.07,132480.03,0,0,43.13,127414.49,26.54,0,0,0,0,0,34.34,-41767.98,-134882.26
404,127414.49,23693427.52,100.4246652,1566.18,786.35,130703.63,0,0,42.33,124744.79,25.99,0,0,0,0,0,33.88,-40826.19,-133048.27
405,124744.79,23382729.56,99.11440192,1526.58,770.02,128957.36,0,0,41.55,122138.27,25.45,0,0,0,0,0,33.44,-39909.11,-131245.97
406,122138.27,23077179.81,97.82586415,1488.11,754.08,127240.6,0,0,40.79,119593.23,24.92,0,0,0,0,0,33,-39016,-129474.71
407,119593.23,22776674.3,96.55861078,1450.74,738.51,125552.74,0,0,40.04,117108,24.4,0,0,0,0,0,32.57,-38146.16,-127733.82
408,117108,22481111.57,95.31221131,1408.76,720.62,123891.93,830.5,0,39.3,113860.09,23.72,0,0,0,0,0,41.75,-37288.91,-126003.28
409,113860.09,22190392.55,93.96090291,1529.48,713.73,122279.03,0,0,1555.16,112833.04,23.51,0,0,0,0,0,223.12,-36286.14,-124322.63
410,112833.04,21875432.36,92.63381571,1489.2,689.83,120511.31,0,0,37.51,110360.49,22.99,0,0,0,0,0,29.17,-35593.17,-122684.16
411,110360.49,21566068.37,91.33000864,1450.07,690.86,118775.54,0,0,36.78,107933.05,22.49,0,0,0,0,0,29.02,-34731.92,-120909.94
412,107933.05,21262148.06,90.0492521,1411.99,675.77,117071,0,0,36.06,105565.65,21.99,0,0,0,0,0,28.6,-33894.53,-119152.15
413,105565.65,20963576.81,88.79105237,1375.03,661.06,115397.04,0,0,35.37,103256.6,21.51,0,0,0,0,0,28.2,-33080.44,-117426.44
414,103256.6,20670241.03,87.55492805,1339.17,646.71,113753,0,0,34.68,101004.26,21.04,0,0,0,0,0,27.8,-32288.93,-115732.12
415,101004.26,20382029.97,86.34040978,1304.36,632.71,112138.23,0,0,34.01,98807.06,20.58,0,0,0,0,0,27.41,-31519.27,-114068.47
416,98807.06,20098835.6,85.14703982,1270.56,619.06,110552.11,0,0,33.36,96663.46,20.14,0,0,0,0,0,27.03,-30770.8,-112434.84
417,96663.46,19820552.54,83.97437181,1237.76,605.73,108994.02,0,0,32.72,94571.97,19.7,0,0,0,0,0,26.66,-30042.85,-110830.55
418,94571.97,19547078,82.8219704,1205.9,592.74,107463.36,0,0,32.09,92531.17,19.28,0,0,0,0,0,26.29,-29334.78,-109254.99
419,92531.17,19278311.7,81.68941094,1174.97,580.05,105959.55,0,0,31.48,90539.67,18.86,0,0,0,0,0,25.93,-28645.98,-107707.5
420,90539.67,19014155.79,80.5762792,1140.34,565.55,104481.03,636.54,0,30.88,87967.28,18.33,0,0,0,0,0,32.85,-27968.31,-106172.4
421,87967.28,18754514.82,79.31268129,1296.15,559.68,103046.3,0,0,1193.95,87033.48,18.13,0,0,0,0,0,172.9,-27179.92,-104747.36
422,87033.48,18459461.35,78.0735331,1260.42,540.23,101397.33,0,0,29.41,84997.12,17.71,0,0,0,0,0,23.84,-26590.83,-103191.85
423,84997.12,18170086.78,76.85794748,1225.75,540.02,99780.61,0,0,28.8,83001.63,17.29,0,0,0,0,0,23.66,-25876.05,-101540.01
424,83001.63,17886237.04,75.66559978,1192.05,527.42,98195.38,0,0,28.19,81058.3,16.89,0,0,0,0,0,23.29,-25183.17,-99908.45
425,81058.3,17607803.23,74.49596215,1159.39,515.15,96640.93,0,0,27.61,79165.6,16.49,0,0,0,0,0,22.93,-24511.51,-98309.03
426,79165.6,17334663.09,73.34852051,1127.72,503.2,95116.56,0,0,27.03,77322.04,16.11,0,0,0,0,0,22.57,-23860.36,-96741.02
427,77322.04,17066697.47,72.22277411,1097.01,491.56,93621.58,0,0,26.47,75526.2,15.73,0,0,0,0,0,22.22,-23229,-95203.66
428,75526.2,16803790.32,71.11823518,1067.23,480.22,92155.32,0,0,25.93,73776.69,15.37,0,0,0,0,0,21.88,-22616.77,-93696.26
429,73776.69,16545828.55,70.03442853,1038.35,469.18,90717.12,0,0,25.39,72072.18,15.02,0,0,0,0,0,21.54,-22023,-92218.13
430,72072.18,16292702,68.97089121,1010.35,458.41,89306.36,0,0,24.87,70411.37,14.67,0,0,0,0,0,21.21,-21447.08,-90768.58
431,70411.37,16044303.28,67.92717213,983.18,447.93,87922.4,0,0,24.36,68793,14.33,0,0,0,0,0,20.89,-20888.4,-89346.95
432,68793,15800527.77,66.90283177,952.94,436.05,86563.85,479.44,0,23.86,66742.78,13.9,0,0,0,0,0,25.99,-20340.77,-87940.75
433,66742.78,15561273.48,65.79361738,1037.25,430.93,85245.13,0,0,899.84,65960.4,13.74,0,0,0,0,0,131.11,-19711.58,-86595.94
434,65960.4,15301929.63,64.7066078,1008.02,415.61,83802.64,0,0,22.67,64350.95,13.41,0,0,0,0,0,18.7,-19254.75,-85220.98
435,64350.95,15047762.32,63.64103105,979.68,414.88,82389.38,0,0,22.18,62775.5,13.08,0,0,0,0,0,18.54,-18704.36,-83778.48
436,62775.5,14798632.38,62.59655167,952.14,404.78,81004.63,0,0,21.69,61242.48,12.76,0,0,0,0,0,18.24,-18171.7,-82356.07
437,61242.48,14554435.15,61.5726798,925.45,394.95,79647.75,0,0,21.22,59750.62,12.45,0,0,0,0,0,17.93,-17656.17,-80962.67
438,59750.62,14315056.56,60.56893855,899.59,385.38,78318.07,0,0,20.76,58298.7,12.15,0,0,0,0,0,17.64,-17157.14,-79597.55
439,58298.7,14080385.54,59.58486357,874.52,376.07,77014.97,0,0,20.31,56885.53,11.85,0,0,0,0,0,17.35,-16674.04,-78260.06
440,56885.53,13850313.94,58.62000272,850.23,367.01,75737.82,0,0,19.87,55509.98,11.56,0,0,0,0,0,17.07,-16206.3,-76949.55
441,55509.98,13624736.43,57.67391573,826.68,358.19,74486.02,0,0,19.44,54170.93,11.29,0,0,0,0,0,16.79,-15753.37,-75665.39
442,54170.93,13403550.42,56.74617379,803.84,349.61,73258.97,0,0,19.02,52867.31,11.01,0,0,0,0,0,16.52,-15314.73,-74406.91
443,52867.31,13186655.99,55.8363593,781.7,341.25,72056.12,0,0,18.61,51598.08,10.75,0,0,0,0,0,16.26,-14889.88,-73173.56
444,51598.08,12973955.8,54.94406549,757.14,331.84,70876.27,356.54,0,18.21,50010.7,10.42,0,0,0,0,0,19.98,-14474.22,-71955.69
445,50010.7,12765355.03,53.94056929,851.74,327.59,69730.31,0,0,669.49,49334.69,10.28,0,0,0,0,0,98.55,-13998.34,-70821.37
446,49334.69,12530779.8,52.95893259,826.34,315.46,68430.29,0,0,17.26,48048.57,10.01,0,0,0,0,0,14.81,-13638.64,-69567.29
447,48048.57,12301312.58,51.99841084,801.75,314.25,67159,0,0,16.85,46792.33,9.75,0,0,0,0,0,14.65,-13211.22,-68270.1
448,46792.33,12076810.89,51.05859735,777.91,306.08,65915.67,0,0,16.46,45572.07,9.49,0,0,0,0,0,14.39,-12798.88,-66994.76
449,45572.07,11857158.99,50.13897274,754.84,298.13,64699.62,0,0,16.07,44386.65,9.25,0,0,0,0,0,14.12,-12401.04,-65747.72
450,44386.65,11642235.49,49.23903239,732.52,290.41,63510.15,0,0,15.7,43234.97,9.01,0,0,0,0,0,13.87,-12017.11,-64528.22
451,43234.97,11431922.41,48.35828594,710.93,282.92,62346.59,0,0,15.33,42115.99,8.77,0,0,0,0,0,13.62,-11646.57,-63335.59
452,42115.99,11226105.1,47.49625687,690.03,275.63,61208.28,0,0,14.97,41028.67,8.55,0,0,0,0,0,13.37,-11288.89,-62169.12
453,41028.67,11024672.15,46.65248204,669.81,268.55,60094.59,0,0,14.63,39972.03,8.33,0,0,0,0,0,13.13,-10943.57,-61028.15
454,39972.03,10827515.23,45.82651131,650.25,261.68,59004.9,0,0,14.29,38945.12,8.11,0,0,0,0,0,12.9,-10610.13,-59912.04
455,38945.12,10634529.06,45.01790711,631.3,254.99,57938.62,0,0,13.96,37947.02,7.91,0,0,0,0,0,12.67,-10288.13,-58820.15
456,37947.02,10445611.3,44.22624406,610.44,247.53,56894.66,259.98,0,13.64,36720.82,7.65,0,0,0,0,0,15.3,-9974.17,-57744.98
457,36720.82,10260662.43,43.369348,665.91,243.98,55881.06,0,0,487.89,36172.64,7.54,0,0,0,0,0,72.38,-9617.37,-56726.11
458,36172.64,10060379.93,42.53177675,645.5,234.68,54776.56,0,0,12.89,35182.81,7.33,0,0,0,0,0,11.3,-9353.17,-55652.77
459,35182.81,9864620.08,41.71288831,625.75,233.38,53697.31,0,0,12.57,34217.25,7.13,0,0,0,0,0,11.17,-9040.19,-54552.4
460,34217.25,9673256.46,40.91229586,606.62,227,52642.67,0,0,12.26,33280.34,6.93,0,0,0,0,0,10.95,-8738.8,-53472.27
461,33280.34,9486182.73,40.12953093,588.12,220.81,51612,0,0,11.95,32371.15,6.74,0,0,0,0,0,10.74,-8448.52,-52416.93
462,32371.15,9303289.15,39.36413853,570.23,214.81,50604.67,0,0,11.66,31488.79,6.56,0,0,0,0,0,10.53,-8168.89,-51385.74
463,31488.79,9124469.09,38.61567674,552.93,208.98,49620.09,0,0,11.37,30632.41,6.38,0,0,0,0,0,10.33,-7899.48,-50378.05
464,30632.41,8949619.01,37.88371627,536.2,203.32,48657.66,0,0,11.09,29801.16,6.21,0,0,0,0,0,10.13,-7639.88,-49393.26
465,29801.16,8778638.3,37.16784008,520.02,197.83,47716.83,0,0,10.82,28994.25,6.04,0,0,0,0,0,9.94,-7389.71,-48430.78
466,28994.25,8611429.2,36.467643,504.37,192.5,46797.03,0,0,10.56,28210.9,5.88,0,0,0,0,0,9.75,-7148.57,-47490.03
467,28210.9,8447896.75,35.78273133,489.24,187.32,45897.72,0,0,10.3,27450.36,5.72,0,0,0,0,0,9.56,-6916.12,-46570.44
468,27450.36,8287948.64,35.11272252,472.63,181.58,45018.02,186.5,0,10.05,26528.46,5.53,0,0,0,0,0,11.41,-6689.93,-45666.35
469,26528.46,8131495.19,34.3926404,508.73,178.74,44163.67,0,0,349.68,26096.51,5.44,0,0,0,0,0,52.25,-6433.32,-44804.33
470,26096.51,7963512.23,33.68949564,492.63,171.74,43240.92,0,0,9.47,25350.3,5.28,0,0,0,0,0,8.45,-6247.16,-43902.12
471,25350.3,7799490.19,33.00273374,477.06,170.52,42340.17,0,0,9.23,24623.4,5.13,0,0,0,0,0,8.33,-6026.32,-42984.55
472,24623.4,7639317.06,32.33199055,461.98,165.64,41460.84,0,0,8.99,23918.88,4.98,0,0,0,0,0,8.16,-5814.1,-42085.28
473,23918.88,7482895.77,31.67684431,447.42,160.92,40602.36,0,0,8.75,23236,4.84,0,0,0,0,0,7.99,-5610.09,-41207.55
474,23236,7330127.51,31.03688555,433.35,156.34,39764.17,0,0,8.53,22574.05,4.7,0,0,0,0,0,7.83,-5413.96,-40350.73
475,22574.05,7180916.31,30.41171669,419.76,151.9,38945.73,0,0,8.31,21932.32,4.57,0,0,0,0,0,7.67,-5225.36,-39514.29
476,21932.32,7035169,29.8009517,406.63,147.6,38146.52,0,0,8.1,21310.16,4.44,0,0,0,0,0,7.51,-5043.98,-38697.68
477,21310.16,6892795.09,29.20421568,393.94,143.43,37366.03,0,0,7.89,20706.92,4.31,0,0,0,0,0,7.36,-4869.51,-37900.35
478,20706.92,6753706.72,28.62114459,381.68,139.39,36603.77,0,0,7.69,20121.97,4.19,0,0,0,0,0,7.21,-4701.67,-37121.82
479,20121.97,6617818.53,28.05138483,369.83,135.47,35859.26,0,0,7.49,19554.73,4.07,0,0,0,0,0,7.07,-4540.18,-36361.56
480,19554.73,6485047.64,27.49459296,356.88,131.14,35131.76,131.77,0,7.3,18875.13,3.93,0,0,0,0,0,8.33,-4383.32,-35615.38
481,18875.13,6355313.53,26.87036701,402.09,128.91,34426.07,0,0,246.71,18521.02,3.86,0,0,0,0,0,37.38,-4204.96,-34923.55
482,18521.02,6209830.17,26.2620074,388.56,123.59,33630.3,0,0,6.85,17948.18,3.74,0,0,0,0,0,6.42,-4068.79,-34139.77
483,17948.18,6068062.62,25.66899328,375.51,122.37,32855.06,0,0,6.66,17391.61,3.62,0,0,0,0,0,6.31,-3908.94,-33350.25
484,17391.61,5929901.57,25.09094563,362.9,118.58,32099.74,0,0,6.47,16853.38,3.51,0,0,0,0,0,6.17,-3755.92,-32578.56
485,16853.38,5795249.19,24.52744751,350.74,114.92,31363.81,0,0,6.29,16332.84,3.4,0,0,0,0,0,6.03,-3609.4,-31826.84
486,16332.84,5664007.39,23.97809453,339.01,111.38,30646.7,0,0,6.11,15829.37,3.3,0,0,0,0,0,5.89,-3469.08,-31094.5
487,15829.37,5536081.03,23.44249453,327.7,107.96,29947.89,0,0,5.94,15342.38,3.2,0,0,0,0,0,5.76,-3334.68,-30380.99
488,15342.38,5411377.87,22.9202671,316.8,104.65,29266.87,0,0,5.77,14871.28,3.1,0,0,0,0,0,5.63,-3205.91,-29685.79
489,14871.28,5289808.41,22.41104329,306.27,101.45,28603.13,0,0,5.61,14415.53,3,0,0,0,0,0,5.5,-3082.53,-29008.35
490,14415.53,5171285.88,21.91446516,296.12,98.35,27956.19,0,0,5.46,13974.59,2.91,0,0,0,0,0,5.38,-2964.29,-28348.19
491,13974.59,5055726.07,21.43018549,286.33,95.35,27325.59,0,0,5.3,13547.96,2.82,0,0,0,0,0,5.26,-2850.95,-27704.83
492,13547.96,4943047.32,20.95786742,275.72,92.08,26710.67,90.54,0,5.16,13046.33,2.72,0,0,0,0,0,6.09,-2741.32,-27075.1
493,13046.33,4833170.39,20.45927892,292.3,90.31,26114.66,0,0,169.01,12782.56,2.66,0,0,0,0,0,25.8,-2617.48,-26474.13
494,12782.56,4717206.34,19.97381335,282.16,86.48,25482.64,0,0,4.83,12370.28,2.58,0,0,0,0,0,4.57,-2529.61,-25849.29
495,12370.28,4604313.07,19.50103944,272.38,85.47,24867.5,0,0,4.68,11970.29,2.49,0,0,0,0,0,4.49,-2425.44,-25223.35
496,11970.29,4494398.51,19.04062815,262.94,82.71,24268.75,0,0,4.54,11583.95,2.41,0,0,0,0,0,4.38,-2325.89,-24612.43
497,11583.95,4387378.97,18.59222578,253.84,80.05,23685.92,0,0,4.41,11210.76,2.34,0,0,0,0,0,4.28,-2230.72,-24017.87
498,11210.76,4283171.19,18.15548952,245.08,77.48,23118.53,0,0,4.28,10850.26,2.26,0,0,0,0,0,4.17,-2139.72,-23439.18
499,10850.26,4181694.46,17.73008709,236.63,74.99,22566.15,0,0,4.15,10501.98,2.19,0,0,0,0,0,4.08,-2052.69,-22875.88
500,10501.98,4082870.58,17.3156964,228.5,72.59,22028.33,0,0,4.03,10165.49,2.12,0,0,0,0,0,3.98,-1969.44,-22327.56
501,10165.49,3986623.74,16.91200526,220.66,70.27,21504.67,0,0,3.92,9840.36,2.05,0,0,0,0,0,3.88,-1889.81,-21793.77
502,9840.36,3892880.47,16.51871096,213.1,68.03,20994.75,0,0,3.8,9526.19,1.98,0,0,0,0,0,3.79,-1813.61,-21274.07
503,9526.19,3801569.55,16.13552009,205.82,65.86,20498.19,0,0,3.69,9222.58,1.92,0,0,0,0,0,3.7,-1740.7,-20768.09
504,9222.58,3712621.94,15.76214813,197.96,63.51,20014.44,61.14,0,3.58,8869.27,1.85,0,0,0,0,0,4.25,-1670.26,-20273.51
505,8869.27,3625970.71,15.34413689,222.48,62.2,19545.74,0,0,113.82,8662.97,1.8,0,0,0,0,0,17.67,-1590.07,-19814.55
506,8662.97,3528958.54,14.93821269,214.16,59.39,19018.84,0,0,3.34,8358.63,1.74,0,0,0,0,0,3.34,-1530.28,-19290.79
507,8358.63,3434772.42,14.54396029,206.17,58.5,18507.4,0,0,3.23,8064.31,1.68,0,0,0,0,0,3.26,-1459.84,-18770.49
508,8064.31,3343321.13,14.16103984,198.47,56.45,18010.94,0,0,3.12,7780.85,1.62,0,0,0,0,0,3.18,-1392.85,-18264.3
509,7780.85,3254520.25,13.78909872,191.07,54.47,17528.97,0,0,3.02,7507.84,1.56,0,0,0,0,0,3.09,-1329.11,-17772.98
510,7507.84,3168286.69,13.42779603,183.97,52.56,17061.05,0,0,2.93,7244.85,1.51,0,0,0,0,0,3.01,-1268.45,-17296.08
511,7244.85,3084540.17,13.07680218,177.14,50.72,16606.74,0,0,2.83,6991.51,1.46,0,0,0,0,0,2.93,-1210.7,-16833.13
512,6991.51,3003203.06,12.73579851,170.58,48.95,16165.59,0,0,2.74,6747.44,1.41,0,0,0,0,0,2.85,-1155.74,-16383.68
513,6747.44,2924200.35,12.40447686,164.28,47.25,15737.21,0,0,2.65,6512.29,1.36,0,0,0,0,0,2.77,-1103.4,-15947.33
514,6512.29,2847459.49,12.08253927,158.22,45.6,15321.19,0,0,2.57,6285.71,1.31,0,0,0,0,0,2.7,-1053.55,-15523.62
515,6285.71,2772910.37,11.76969758,152.39,44.02,14917.14,0,0,2.49,6067.38,1.26,0,0,0,0,0,2.63,-1006.08,-15112.18
516,6067.38,2700485.18,11.4656731,146.15,42.32,14524.59,39.91,0,2.41,5817.99,1.21,0,0,0,0,0,2.96,-960.44,-14711.31
517,5817.99,2630118.37,11.1474801,153.56,41.33,14144.83,0,0,73.92,5673,1.18,0,0,0,0,0,11.57,-908.72,-14329.33
518,5673,2556527.59,10.83882121,147.63,39.41,13746.41,0,0,2.23,5465.1,1.14,0,0,0,0,0,2.25,-873.43,-13932.34
519,5465.1,2485157.54,10.53936422,141.93,38.74,13360.09,0,0,2.16,5264.38,1.1,0,0,0,0,0,2.2,-831.13,-13539.66
520,5264.38,2415934.76,10.24882959,136.45,37.32,12985.48,0,0,2.08,5071.34,1.06,0,0,0,0,0,2.14,-790.98,-13158.17
521,5071.34,2348790.69,9.96693124,131.19,35.95,12622.2,0,0,2.01,4885.67,1.02,0,0,0,0,0,2.08,-752.86,-12788.28
522,4885.67,2283658.21,9.69339285,126.14,34.64,12269.88,0,0,1.94,4707.08,0.98,0,0,0,0,0,2.02,-716.64,-12429.62
523,4707.08,2220472.5,9.42794754,121.3,33.38,11928.17,0,0,1.88,4535.28,0.94,0,0,0,0,0,1.96,-682.25,-12081.83
524,4535.28,2159170.98,9.17033751,116.65,32.16,11596.73,0,0,1.82,4370.01,0.91,0,0,0,0,0,1.91,-649.57,-11744.54
525,4370.01,2099693.19,8.92031373,112.19,30.99,11275.21,0,0,1.75,4211,0.88,0,0,0,0,0,1.85,-618.52,-11417.42
526,4211,2041980.76,8.67763561,107.9,29.86,10963.31,0,0,1.7,4058.02,0.85,0,0,0,0,0,1.8,-589.01,-11100.12
527,4058.02,1985977.3,8.44207071,103.79,28.78,10660.71,0,0,1.64,3910.81,0.81,0,0,0,0,0,1.75,-560.96,-10792.34
528,3910.81,1931628.35,8.21339447,99.4,27.62,10367.04,25.53,0,1.58,3744.24,0.78,0,0,0,0,0,1.96,-534.04,-10492.88
529,3744.24,1878881.29,7.97231381,105.6,26.93,10083.17,0,0,47.07,3642.77,0.76,0,0,0,0,0,7.45,-503.18,-10209.01
530,3642.77,1823383.48,7.7387213,101.35,25.63,9783.75,0,0,1.46,3501.88,0.73,0,0,0,0,0,1.51,-482.46,-9909.95
531,3501.88,1769618.3,7.5123545,97.28,25.13,9493.72,0,0,1.41,3366.13,0.7,0,0,0,0,0,1.47,-457.26,-9615.36
532,3366.13,1717527.69,7.29298722,93.37,24.16,9212.79,0,0,1.36,3235.8,0.67,0,0,0,0,0,1.43,-433.42,-9329.56
533,3235.8,1667057.08,7.08039046,89.63,23.23,8940.65,0,0,1.31,3110.67,0.65,0,0,0,0,0,1.38,-410.85,-9052.78
534,3110.67,1618153.22,6.87434315,86.04,22.33,8677,0,0,1.27,2990.54,0.62,0,0,0,0,0,1.34,-389.5,-8784.65
535,2990.54,1570764.7,6.6746318,82.6,21.47,8421.58,0,0,1.22,2875.18,0.6,0,0,0,0,0,1.3,-369.27,-8524.95
536,2875.18,1524841.87,6.48105027,79.3,20.64,8174.1,0,0,1.18,2764.41,0.58,0,0,0,0,0,1.26,-350.13,-8273.36
537,2764.41,1480336.83,6.29339951,76.13,19.85,7934.3,0,0,1.13,2658.04,0.55,0,0,0,0,0,1.22,-332,-8029.61
538,2658.04,1437203.29,6.11148726,73.1,19.08,7701.94,0,0,1.09,2555.88,0.53,0,0,0,0,0,1.19,-314.84,-7793.46
539,2555.88,1395396.58,5.93512785,70.19,18.35,7476.77,0,0,1.06,2457.77,0.51,0,0,0,0,0,1.15,-298.58,-7564.67
540,2457.77,1354873.55,5.76414195,67.11,17.57,7258.51,15.92,0,1.02,2348.02,0.49,0,0,0,0,0,1.27,-283.02,-7342.41
541,2348.02,1315592.52,5.5788649,73.54,17.09,7047.68,0,0,29.19,2276.17,0.47,0,0,0,0,0,4.71,-264.98,-7134.07
542,2276.17,1273087.67,5.39972537,70.38,16.21,6819.19,0,0,0.94,2180.55,0.45,0,0,0,0,0,1.01,-252.8,-6905.22
543,2180.55,1231996.63,5.22650318,67.37,15.84,6598.33,0,0,0.9,2088.71,0.44,0,0,0,0,0,0.98,-237.89,-6681
544,2088.71,1192270.39,5.05900333,64.48,15.17,6384.84,0,0,0.86,2000.82,0.42,0,0,0,0,0,0.95,-223.88,-6463.96
545,2000.82,1153862.58,4.89703089,61.71,14.53,6178.46,0,0,0.83,1916.69,0.4,0,0,0,0,0,0.92,-210.71,-6254.18
546,1916.69,1116728.11,4.74039776,59.07,13.92,5978.95,0,0,0.8,1836.16,0.38,0,0,0,0,0,0.89,-198.32,-6051.43
547,1836.16,1080823.5,4.58892245,56.54,13.34,5786.07,0,0,0.77,1759.08,0.37,0,0,0,0,0,0.86,-186.66,-5855.46
548,1759.08,1046106.75,4.44242985,54.12,12.78,5599.59,0,0,0.74,1685.29,0.35,0,0,0,0,0,0.83,-175.7,-5666.01
549,1685.29,1012537.4,4.30075096,51.81,12.24,5419.31,0,0,0.71,1614.65,0.34,0,0,0,0,0,0.8,-165.39,-5482.9
550,1614.65,980076.36,4.16372271,49.6,11.73,5244.99,0,0,0.68,1547.02,0.32,0,0,0,0,0,0.78,-155.7,-5305.86
551,1547.02,948685.93,4.0311877,47.49,11.24,5076.45,0,0,0.65,1482.27,0.31,0,0,0,0,0,0.75,-146.57,-5134.74
552,1482.27,918329.74,3.90299405,45.26,10.72,4913.46,9.53,0,0.63,1411.03,0.29,0,0,0,0,0,0.82,-137.9,-4968.91
553,1411.03,888972.68,3.77168755,46.61,10.39,4756.32,0,0,17.34,1364.84,0.28,0,0,0,0,0,2.83,-127.8,-4810.77
