Month,BOP_AV,BOP_BB,Lives,Mortality,Lapse,PWD,RiderCharges,SurrCharges,Interest,EOP_AV,Expenses,AgentComm,IMOOverride,WholesalerOverride,BonusComp,Chargebacks,HedgeGains,NetCashflow,Calculated
554,1364.84,858926.27,3.64488542,44.53,9.84,4595.17,0,0,0.57,1304.82,0.27,0,0,0,0,0,0.63,-121.81,-4649.18
555,1304.82,829914.58,3.52242361,42.55,9.59,4439.58,0,0,0.55,1247.29,0.26,0,0,0,0,0,0.61,-114.17,-4491.37
556,1247.29,801900.96,3.40415465,40.65,9.17,4289.36,0,0,0.53,1192.33,0.25,0,0,0,0,0,0.59,-107.01,-4338.84
557,1192.33,774850.61,3.28993215,38.83,8.76,4144.32,0,0,0.51,1139.82,0.24,0,0,0,0,0,0.56,-100.3,-4191.59
558,1139.82,748729.77,3.17961494,37.1,8.38,4004.27,0,0,0.48,1089.66,0.23,0,0,0,0,0,0.55,-94.02,-4049.43
559,1089.66,723505.89,3.07306687,35.45,8.01,3869.05,0,0,0.46,1041.74,0.22,0,0,0,0,0,0.53,-88.13,-3912.2
560,1041.74,699147.58,2.97015661,33.87,7.66,3738.48,0,0,0.45,995.95,0.21,0,0,0,0,0,0.51,-82.62,-3779.71
561,995.95,675624.56,2.87075753,32.37,7.32,3612.4,0,0,0.43,952.2,0.2,0,0,0,0,0,0.49,-77.45,-3651.8
562,952.2,652907.64,2.77474748,30.93,7,3490.65,0,0,0.41,910.39,0.19,0,0,0,0,0,0.47,-72.61,-3528.3
563,910.39,630968.67,2.68200865,29.56,6.69,3373.09,0,0,0.39,870.45,0.18,0,0,0,0,0,0.46,-68.07,-3409.06
564,870.45,609780.49,2.59242739,28.12,6.37,3259.54,5.56,0,0.38,826.9,0.17,0,0,0,0,0,0.49,-63.76,-3293.71
565,826.9,589316.93,2.4952243,30.78,6.16,3150.12,0,0,10.03,796.05,0.17,0,0,0,0,0,1.67,-58.58,-3185.56
566,796.05,567134.88,2.40168908,29.28,5.81,3031.44,0,0,0.34,757.56,0.16,0,0,0,0,0,0.4,-55.56,-3066.29
567,757.56,545792.69,2.31167862,27.86,5.63,2917.25,0,0,0.33,720.84,0.15,0,0,0,0,0,0.38,-51.57,-2950.51
568,720.84,525258.2,2.22506167,26.5,5.36,2807.39,0,0,0.31,685.91,0.14,0,0,0,0,0,0.37,-47.88,-2839.02
569,685.91,505500.76,2.14170954,25.22,5.1,2701.69,0,0,0.3,652.69,0.14,0,0,0,0,0,0.35,-44.45,-2731.8
570,652.69,486490.81,2.06149842,23.99,4.85,2599.99,0,0,0.28,621.08,0.13,0,0,0,0,0,0.34,-41.27,-2628.62
571,621.08,468199.9,1.98430923,22.82,4.62,2502.15,0,0,0.27,591.02,0.12,0,0,0,0,0,0.32,-38.31,-2529.39
572,591.02,450600.68,1.91002743,21.71,4.39,2408.01,0,0,0.26,562.43,0.12,0,0,0,0,0,0.31,-35.57,-2433.92
573,562.43,433666.83,1.83854284,20.66,4.18,2317.43,0,0,0.25,535.22,0.11,0,0,0,0,0,0.3,-33.02,-2342.08
574,535.22,417373.04,1.76974951,19.66,3.98,2230.27,0,0,0.24,509.35,0.11,0,0,0,0,0,0.29,-30.66,-2253.73
575,509.35,401695,1.70354549,18.7,3.79,2146.42,0,0,0.23,484.73,0.1,0,0,0,0,0,0.28,-28.46,-2168.73
576,484.73,386609.29,1.63983275,17.71,3.59,2065.72,3.07,0,0.21,458.34,0.1,0,0,0,0,0,0.29,-26.4,-2086.83
577,458.34,372093.4,1.57519874,18,3.45,1988.23,0,0,5.49,440.12,0.09,0,0,0,0,0,0.93,-23.87,-2008.84
578,440.12,357385.02,1.51312079,17.09,3.25,1909.6,0,0,0.19,417.84,0.09,0,0,0,0,0,0.23,-22.69,-1929.8
579,417.84,343259.79,1.45349528,16.22,3.14,1834.09,0,0,0.18,396.64,0.08,0,0,0,0,0,0.22,-20.96,-1853.31
580,396.64,329694.4,1.39622639,15.4,2.98,1761.58,0,0,0.18,376.52,0.08,0,0,0,0,0,0.21,-19.37,-1779.83
581,376.52,316666.68,1.34122071,14.61,2.83,1691.94,0,0,0.17,357.42,0.07,0,0,0,0,0,0.2,-17.89,-1709.25
582,357.42,304155.23,1.28838851,13.87,2.69,1625.07,0,0,0.16,339.3,0.07,0,0,0,0,0,0.19,-16.53,-1641.51
583,339.3,292139.56,1.23764366,13.17,2.55,1560.84,0,0,0.15,322.11,0.07,0,0,0,0,0,0.18,-15.27,-1576.45
584,322.11,280599.95,1.18890344,12.5,2.42,1499.16,0,0,0.14,305.79,0.06,0,0,0,0,0,0.18,-14.11,-1513.96
585,305.79,269517.48,1.1420884,11.86,2.3,1439.93,0,0,0.14,290.3,0.06,0,0,0,0,0,0.17,-13.04,-1453.98
586,290.3,258874,1.09712229,11.26,2.18,1383.04,0,0,0.13,275.6,0.06,0,0,0,0,0,0.16,-12.04,-1396.38
587,275.6,248652.05,1.05393185,10.69,2.07,1328.4,0,0,0.12,261.65,0.05,0,0,0,0,0,0.15,-11.13,-1341.06
588,261.65,238834.91,1.01244675,10.1,1.96,1275.93,1.65,0,0.12,246.82,0.05,0,0,0,0,0,0.16,-10.27,-1287.88
589,246.82,229406.49,0.97111974,10.07,1.88,1225.61,0,0,2.92,236.54,0.05,0,0,0,0,0,0.5,-9.14,-1237.11
590,236.54,220037.08,0.93148207,9.54,1.76,1175.55,0,0,0.11,224.16,0.05,0,0,0,0,0,0.12,-8.75,-1186.78
591,224.16,211050.75,0.89346332,9.04,1.7,1127.53,0,0,0.1,212.4,0.04,0,0,0,0,0,0.12,-8.06,-1138.19
592,212.4,202431.76,0.85699802,8.56,1.61,1081.47,0,0,0.1,201.27,0.04,0,0,0,0,0,0.11,-7.41,-1091.57
593,201.27,194165.1,0.82202259,8.11,1.53,1037.29,0,0,0.09,190.71,0.04,0,0,0,0,0,0.11,-6.82,-1046.86
594,190.71,186236.35,0.78847606,7.69,1.45,994.93,0,0,0.09,180.72,0.04,0,0,0,0,0,0.1,-6.28,-1004.01
595,180.72,178631.67,0.75629996,7.28,1.37,954.29,0,0,0.08,171.25,0.04,0,0,0,0,0,0.1,-5.78,-962.88
596,171.25,171337.81,0.72543823,6.9,1.3,915.32,0,0,0.08,162.28,0.03,0,0,0,0,0,0.09,-5.32,-923.46
597,162.28,164342.03,0.69583709,6.54,1.23,877.94,0,0,0.07,153.78,0.03,0,0,0,0,0,0.09,-4.89,-885.65
598,153.78,157632.15,0.66744497,6.2,1.17,842.08,0,0,0.07,145.73,0.03,0,0,0,0,0,0.09,-4.5,-849.39
599,145.73,151196.46,0.64021244,5.87,1.11,807.7,0,0,0.07,138.1,0.03,0,0,0,0,0,0.08,-4.14,-814.63
600,138.1,145023.74,0.61409206,5.54,1.04,774.71,0.86,0,0.06,130.05,0.03,0,0,0,0,0,0.09,-3.81,-781.23
601,130.05,139103.23,0.58846337,5.43,1,743.11,0,0,1.51,124.46,0.03,0,0,0,0,0,0.26,-3.33,-749.31
602,124.46,133302.48,0.56390505,5.14,0.94,712.12,0,0,0.06,117.81,0.02,0,0,0,0,0,0.07,-3.23,-718.15
603,117.81,127743.72,0.54037169,4.86,0.9,682.43,0,0,0.05,111.5,0.02,0,0,0,0,0,0.06,-2.96,-688.15
604,111.5,122416.84,0.5178209,4.6,0.86,653.97,0,0,0.05,105.53,0.02,0,0,0,0,0,0.06,-2.72,-659.39
605,105.53,117312.16,0.4962116,4.36,0.81,626.7,0,0,0.05,99.88,0.02,0,0,0,0,0,0.06,-2.5,-631.83
606,99.88,112420.41,0.47550448,4.12,0.77,600.56,0,0,0.05,94.54,0.02,0,0,0,0,0,0.05,-2.29,-605.42
607,94.54,107732.71,0.45566183,3.9,0.73,575.52,0,0,0.04,89.48,0.02,0,0,0,0,0,0.05,-2.1,-580.12
608,89.48,103240.54,0.43664755,3.69,0.69,551.52,0,0,0.04,84.7,0.02,0,0,0,0,0,0.05,-1.93,-555.87
609,84.7,98935.74,0.41842702,3.5,0.65,528.53,0,0,0.04,80.17,0.02,0,0,0,0,0,0.05,-1.77,-532.65
610,80.17,94810.49,0.40096709,3.31,0.61,506.49,0,0,0.04,75.88,0.02,0,0,0,0,0,0.05,-1.62,-510.38
611,75.88,90857.29,0.384236,3.13,0.58,485.37,0,0,0.04,71.83,0.01,0,0,0,0,0,0.04,-1.49,-489.05
612,71.83,87068.97,0.3682033,2.95,0.55,465.13,0.45,0,0.03,67.56,0.01,0,0,0,0,0,0.05,-1.36,-468.59
613,67.56,83438.65,0.35283982,2.82,0.53,445.76,0,0,0.77,64.64,0.01,0,0,0,0,0,0.13,-1.16,-448.99
614,64.64,79959.72,0.33811775,2.67,0.49,427.17,0,0,0.03,61.18,0.01,0,0,0,0,0,0.03,-1.16,-430.31
615,61.18,76625.88,0.32400995,2.52,0.47,409.36,0,0,0.03,57.89,0.01,0,0,0,0,0,0.03,-1.06,-412.33
616,57.89,73431.06,0.31049098,2.39,0.45,392.29,0,0,0.03,54.79,0.01,0,0,0,0,0,0.03,-0.97,-395.11
617,54.79,70369.48,0.29753626,2.26,0.42,375.94,0,0,0.03,51.85,0.01,0,0,0,0,0,0.03,-0.89,-378.6
618,51.85,67435.58,0.28512222,2.14,0.4,360.26,0,0,0.02,49.07,0.01,0,0,0,0,0,0.03,-0.82,-362.78
619,49.07,64624.03,0.27322629,2.03,0.38,345.24,0,0,0.02,46.44,0.01,0,0,0,0,0,0.03,-0.75,-347.63
620,46.44,61929.72,0.26182684,1.92,0.36,330.85,0,0,0.02,43.95,0.01,0,0,0,0,0,0.03,-0.69,-333.11
621,43.95,59347.77,0.25090313,1.81,0.34,317.05,0,0,0.02,41.59,0.01,0,0,0,0,0,0.02,-0.63,-319.19
622,41.59,56873.48,0.2404353,1.72,0.32,303.84,0,0,0.02,39.37,0.01,0,0,0,0,0,0.02,-0.58,-305.87
623,39.37,54502.37,0.23040431,1.62,0.3,291.17,0,0,0.02,37.26,0.01,0,0,0,0,0,0.02,-0.53,-293.08
624,37.26,52230.13,0.22079194,1.53,0.29,279.03,0.23,0,0.02,35.04,0.01,0,0,0,0,0,0.02,-0.49,-280.84
625,35.04,50052.65,0.2115807,1.46,0.27,267.41,0,0,0.4,33.52,0.01,0,0,0,0,0,0.07,-0.4,-269.08
626,33.52,47965.94,0.20275392,1.38,0.26,256.26,0,0,0.02,31.72,0.01,0,0,0,0,0,0.02,-0.41,-257.89
627,31.72,45966.26,0.19429536,1.31,0.25,245.57,0,0,0.02,30.01,0.01,0,0,0,0,0,0.02,-0.38,-247.12
628,30.01,44049.94,0.18618977,1.24,0.23,235.34,0,0,0.01,28.4,0.01,0,0,0,0,0,0.02,-0.35,-236.8
629,28.4,42213.53,0.17842241,1.17,0.22,225.53,0,0,0.01,26.87,0.01,0,0,0,0,0,0.01,-0.32,-226.92
630,26.87,40453.7,0.17097916,1.11,0.21,216.12,0,0,0.01,25.43,0.01,0,0,0,0,0,0.01,-0.29,-217.44
631,25.43,38767.24,0.1638465,1.05,0.2,207.11,0,0,0.01,24.06,0.01,0,0,0,0,0,0.01,-0.27,-208.36
632,24.06,37151.09,0.15701146,0.99,0.19,198.48,0,0,0.01,22.77,0,0,0,0,0,0,0.01,-0.25,-199.65
633,22.77,35602.33,0.15046161,0.94,0.18,190.2,0,0,0.01,21.55,0,0,0,0,0,0,0.01,-0.23,-191.31
634,21.55,34118.15,0.14418506,0.89,0.17,182.28,0,0,0.01,20.39,0,0,0,0,0,0,0.01,-0.21,-183.33
635,20.39,32695.84,0.13817039,0.84,0.16,174.68,0,0,0.01,19.3,0,0,0,0,0,0,0.01,-0.19,-175.67
636,19.3,31332.84,0.13240668,0.79,0.15,167.39,0.12,0,0.01,18.15,0,0,0,0,0,0,0.01,-0.17,-168.32
637,18.15,30026.66,0.12688346,0.76,0.14,160.42,0,0,0.2,17.35,0,0,0,0,0,0,0.03,-0.14,-161.29
638,17.35,28774.94,0.12159072,0.72,0.13,153.73,0,0,0.01,16.42,0,0,0,0,0,0,0.01,-0.15,-154.57
639,16.42,27575.4,0.11651874,0.68,0.13,147.33,0,0,0.01,15.53,0,0,0,0,0,0,0.01,-0.13,-148.13
640,15.53,26425.88,0.11165838,0.64,0.12,141.18,0,0,0.01,14.7,0,0,0,0,0,0,0.01,-0.12,-141.93
641,14.7,25324.28,0.10700079,0.61,0.12,135.3,0,0,0.01,13.91,0,0,0,0,0,0,0.01,-0.11,-136.02
642,13.91,24268.6,0.10253753,0.57,0.11,129.66,0,0,0.01,13.16,0,0,0,0,0,0,0.01,-0.1,-130.33
643,13.16,23256.94,0.09826048,0.54,0.1,124.25,0,0,0.01,12.45,0,0,0,0,0,0,0.01,-0.1,-124.88
644,12.45,22287.46,0.09416186,0.51,0.1,119.07,0,0,0.01,11.78,0,0,0,0,0,0,0.01,-0.09,-119.67
645,11.78,21358.39,0.09023424,0.49,0.09,114.11,0,0,0.01,11.15,0,0,0,0,0,0,0.01,-0.08,-114.68
646,11.15,20468.06,0.08647048,0.46,0.09,109.35,0,0,0.01,10.55,0,0,0,0,0,0,0.01,-0.07,-109.89
647,10.55,19614.84,0.08286373,0.44,0.08,104.79,0,0,0.01,9.98,0,0,0,0,0,0,0.01,-0.07,-105.3
648,9.98,18797.2,0.07940745,0.41,0.08,100.43,0.06,0,0.01,9.39,0,0,0,0,0,0,0.01,-0.06,-100.91
649,9.39,18013.64,0.07606123,0.39,0.07,96.24,0,0,0.1,8.97,0,0,0,0,0,0,0.02,-0.04,-96.68
650,8.97,17255.11,0.07285747,0.37,0.07,92.18,0,0,0,8.48,0,0,0,0,0,0,0,-0.05,-92.62
651,8.48,16528.83,0.06978994,0.35,0.07,88.3,0,0,0,8.03,0,0,0,0,0,0,0,-0.05,-88.72
652,8.03,15833.42,0.06685276,0.33,0.06,84.58,0,0,0,7.59,0,0,0,0,0,0,0,-0.04,-84.97
653,7.59,15167.53,0.0640403,0.32,0.06,81.02,0,0,0,7.18,0,0,0,0,0,0,0,-0.04,-81.4
654,7.18,14529.9,0.06134718,0.3,0.06,77.61,0,0,0,6.79,0,0,0,0,0,0,0,-0.04,-77.97
655,6.79,13919.29,0.05876824,0.28,0.05,74.34,0,0,0,6.43,0,0,0,0,0,0,0,-0.03,-74.67
656,6.43,13334.55,0.05629857,0.27,0.05,71.22,0,0,0,6.08,0,0,0,0,0,0,0,-0.03,-71.54
657,6.08,12774.56,0.05393346,0.25,0.05,68.22,0,0,0,5.75,0,0,0,0,0,0,0,-0.03,-68.52
658,5.75,12238.26,0.05166844,0.24,0.05,65.36,0,0,0,5.44,0,0,0,0,0,0,0,-0.03,-65.65
659,5.44,11724.64,0.04949919,0.23,0.04,62.61,0,0,0,5.15,0,0,0,0,0,0,0,-0.02,-62.88
660,5.15,11232.72,0.04742163,0.21,0.04,59.98,0.03,0,0,4.84,0,0,0,0,0,0,0,-0.02,-60.23
661,4.84,10761.57,0.04543182,0.2,0.04,57.47,0,0,0.05,4.63,0,0,0,0,0,0,0.01,-0.01,-57.7
662,4.63,10310.31,0.04352602,0.19,0.04,55.05,0,0,0,4.38,0,0,0,0,0,0,0,-0.02,-55.28
663,4.38,9878.08,0.04170062,0.18,0.04,52.74,0,0,0,4.14,0,0,0,0,0,0,0,-0.02,-52.96
664,4.14,9464.08,0.0399522,0.17,0.03,50.53,0,0,0,3.92,0,0,0,0,0,0,0,-0.02,-50.73
665,3.92,9067.52,0.03827749,0.16,0.03,48.41,0,0,0,3.71,0,0,0,0,0,0,0,-0.01,-48.6
666,3.71,8687.66,0.03667333,0.15,0.03,46.38,0,0,0,3.51,0,0,0,0,0,0,0,-0.01,-46.56
667,3.51,8323.8,0.03513674,0.15,0.03,44.44,0,0,0,3.32,0,0,0,0,0,0,0,-0.01,-44.62
668,3.32,7975.25,0.03366483,0.14,0.03,42.58,0,0,0,3.14,0,0,0,0,0,0,0,-0.01,-42.75
669,3.14,7641.36,0.03225486,0.13,0.03,40.79,0,0,0,2.97,0,0,0,0,0,0,0,-0.01,-40.95
670,2.97,7321.51,0.0309042,0.12,0.02,39.09,0,0,0,2.81,0,0,0,0,0,0,0,-0.01,-39.23
671,2.81,7015.11,0.02961033,0.12,0.02,37.45,0,0,0,2.66,0,0,0,0,0,0,0,-0.01,-37.59
672,2.66,6721.58,0.02837085,0.11,0.02,35.88,0.02,0,0,2.5,0,0,0,0,0,0,0,-0.01,-36.01
673,2.5,6440.38,0.02718346,0.1,0.02,34.38,0,0,0.03,2.39,0,0,0,0,0,0,0,0,-34.5
674,2.39,6170.98,0.02604594,0.1,0.02,32.94,0,0,0,2.26,0,0,0,0,0,0,0,-0.01,-33.06
675,2.26,5912.9,0.02495618,0.09,0.02,31.56,0,0,0,2.14,0,0,0,0,0,0,0,-0.01,-31.67
676,2.14,5665.64,0.02391216,0.09,0.02,30.24,0,0,0,2.02,0,0,0,0,0,0,0,-0.01,-30.35
677,2.02,5428.76,0.02291196,0.08,0.02,28.98,0,0,0,1.91,0,0,0,0,0,0,0,0,-29.08
678,1.91,5201.81,0.02195372,0.08,0.02,27.77,0,0,0,1.81,0,0,0,0,0,0,0,0,-27.87
679,1.81,4984.38,0.02103568,0.07,0.01,26.61,0,0,0,1.71,0,0,0,0,0,0,0,0,-26.69
680,1.71,4776.07,0.02015614,0.07,0.01,25.49,0,0,0,1.62,0,0,0,0,0,0,0,0,-25.57
681,1.62,4576.48,0.01931347,0.07,0.01,24.43,0,0,0,1.53,0,0,0,0,0,0,0,0,-24.51
682,1.53,4385.25,0.01850613,0.06,0.01,23.41,0,0,0,1.45,0,0,0,0,0,0,0,0,-23.48
683,1.45,4202.04,0.01773261,0.06,0.01,22.43,0,0,0,1.37,0,0,0,0,0,0,0,0,-22.5
684,1.37,4026.5,0.01699151,0.06,0.01,21.49,0.01,0,0,1.29,0,0,0,0,0,0,0,0,-21.56
685,1.29,3858.31,0.01628145,0.05,0.01,20.59,0,0,0.01,1.23,0,0,0,0,0,0,0,0,-20.65
686,1.23,3697.16,0.01560114,0.05,0.01,19.73,0,0,0,1.16,0,0,0,0,0,0,0,0,-19.79
687,1.16,3542.75,0.01494929,0.05,0.01,18.91,0,0,0,1.1,0,0,0,0,0,0,0,0,-18.97
688,1.1,3394.81,0.01432474,0.05,0.01,18.12,0,0,0,1.04,0,0,0,0,0,0,0,0,-18.18
689,1.04,3253.05,0.01372633,0.04,0.01,17.36,0,0,0,0.99,0,0,0,0,0,0,0,0,-17.41
690,0.99,3117.23,0.01315297,0.04,0.01,16.64,0,0,0,0.93,0,0,0,0,0,0,0,0,-16.69
691,0.93,2987.08,0.0126036,0.04,0.01,15.94,0,0,0,0.88,0,0,0,0,0,0,0,0,-15.99
692,0.88,2862.38,0.01207722,0.04,0.01,15.28,0,0,0,0.83,0,0,0,0,0,0,0,0,-15.33
693,0.83,2742.9,0.01157285,0.03,0.01,14.64,0,0,0,0.79,0,0,0,0,0,0,0,0,-14.68
694,0.79,2628.41,0.01108958,0.03,0.01,14.03,0,0,0,0.75,0,0,0,0,0,0,0,0,-14.07
695,0.75,2518.7,0.01062653,0.03,0.01,13.44,0,0,0,0.71,0,0,0,0,0,0,0,0,-13.48
696,0.71,2413.58,0.01018283,0.03,0.01,12.88,0,0,0,0.66,0,0,0,0,0,0,0,0,-12.92
697,0.66,2312.86,0.00975769,0.03,0.01,12.34,0,0,0.01,0.63,0,0,0,0,0,0,0,0,-12.38
698,0.63,2216.34,0.00935033,0.03,0.01,11.83,0,0,0,0.6,0,0,0,0,0,0,0,0,-11.87
699,0.6,2123.86,0.00895998,0.02,0.01,11.33,0,0,0,0.57,0,0,0,0,0,0,0,0,-11.36
700,0.57,2035.24,0.00858595,0.02,0,10.86,0,0,0,0.54,0,0,0,0,0,0,0,0,-10.88
701,0.54,1950.32,0.00822756,0.02,0,10.41,0,0,0,0.51,0,0,0,0,0,0,0,0,-10.43
702,0.51,1868.94,0.00788414,0.02,0,9.97,0,0,0,0.48,0,0,0,0,0,0,0,0,-9.99
703,0.48,1790.97,0.00755507,0.02,0,9.56,0,0,0,0.45,0,0,0,0,0,0,0,0,-9.58
704,0.45,1716.26,0.00723975,0.02,0,9.16,0,0,0,0.43,0,0,0,0,0,0,0,0,-9.18
705,0.43,1644.66,0.00693761,0.02,0,8.78,0,0,0,0.41,0,0,0,0,0,0,0,0,-8.8
706,0.41,1576.05,0.00664808,0.02,0,8.41,0,0,0,0.38,0,0,0,0,0,0,0,0,-8.43
707,0.38,1510.31,0.00637065,0.02,0,8.06,0,0,0,0.36,0,0,0,0,0,0,0,0,-8.08
708,0.36,1447.31,0.00610481,0.01,0,7.72,0,0,0,0.34,0,0,0,0,0,0,0,0,-7.73
709,0.34,1386.94,0.00581317,0.02,0,7.4,0,0,0,0.33,0,0,0,0,0,0,0,0,-7.42
710,0.33,1320.37,0.00553679,0.01,0,7.04,0,0,0,0.31,0,0,0,0,0,0,0,0,-7.05
711,0.31,1257.31,0.00527476,0.01,0,6.71,0,0,0,0.29,0,0,0,0,0,0,0,0,-6.72
712,0.29,1197.54,0.00502625,0.01,0,6.39,0,0,0,0.27,0,0,0,0,0,0,0,0,-6.4
713,0.27,1140.88,0.00479048,0.01,0,6.08,0,0,0,0.26,0,0,0,0,0,0,0,0,-6.09
714,0.26,1087.14,0.00456674,0.01,0,5.79,0,0,0,0.24,0,0,0,0,0,0,0,0,-5.8
715,0.24,1036.16,0.00435432,0.01,0,5.52,0,0,0,0.23,0,0,0,0,0,0,0,0,-5.53
716,0.23,987.78,0.00415259,0.01,0,5.26,0,0,0,0.21,0,0,0,0,0,0,0,0,-5.27
717,0.21,941.84,0.00396095,0.01,0,5.02,0,0,0,0.2,0,0,0,0,0,0,0,0,-5.03
718,0.2,898.22,0.00377885,0.01,0,4.78,0,0,0,0.19,0,0,0,0,0,0,0,0,-4.79
719,0.19,856.78,0.00360576,0.01,0,4.56,0,0,0,0.18,0,0,0,0,0,0,0,0,-4.57
720,0.18,817.4,0.00344117,0.01,0,4.35,0,0,0,0.17,0,0,0,0,0,0,0,0,-4.36
721,0.17,779.96,0.00328464,0.01,0,4.15,0,0,0,0.16,0,0,0,0,0,0,0,0,-4.16
722,0.16,744.37,0.00313572,0.01,0,3.96,0,0,0,0.15,0,0,0,0,0,0,0,0,-3.97
723,0.15,710.52,0.00299401,0.01,0,3.78,0,0,0,0.14,0,0,0,0,0,0,0,0,-3.79
724,0.14,678.31,0.00285912,0.01,0,3.61,0,0,0,0.14,0,0,0,0,0,0,0,0,-3.62
725,0.14,647.67,0.00273069,0.01,0,3.44,0,0,0,0.13,0,0,0,0,0,0,0,0,-3.45
726,0.13,618.5,0.00260838,0.01,0,3.29,0,0,0,0.12,0,0,0,0,0,0,0,0,-3.3
727,0.12,590.72,0.00249188,0.01,0,3.14,0,0,0,0.11,0,0,0,0,0,0,0,0,-3.15
728,0.11,564.27,0.00238089,0,0,3,0,0,0,0.11,0,0,0,0,0,0,0,0,-3
729,0.11,539.08,0.00227511,0,0,2.86,0,0,0,0.1,0,0,0,0,0,0,0,0,-2.86
730,0.1,515.07,0.00217429,0,0,2.74,0,0,0,0.1,0,0,0,0,0,0,0,0,-2.74
731,0.1,492.19,0.00207816,0,0,2.61,0,0,0,0.09,0,0,0,0,0,0,0,0,-2.61
732,0.09,470.39,0.0019865,0,0,2.5,0,0,0,0.08,0,0,0,0,0,0,0,0,-2.5
733,0.08,449.6,0.00189909,0,0,2.39,0,0,0,0.08,0,0,0,0,0,0,0,0,-2.39
734,0.08,429.77,0.00181569,0,0,2.28,0,0,0,0.08,0,0,0,0,0,0,0,0,-2.28
735,0.08,410.87,0.00173613,0,0,2.18,0,0,0,0.07,0,0,0,0,0,0,0,0,-2.18
736,0.07,392.83,0.00166021,0,0,2.09,0,0,0,0.07,0,0,0,0,0,0,0,0,-2.09
737,0.07,375.62,0.00158774,0,0,1.99,0,0,0,0.06,0,0,0,0,0,0,0,0,-1.99
738,0.06,359.2,0.00151857,0,0,1.91,0,0,0,0.06,0,0,0,0,0,0,0,0,-1.91
739,0.06,343.52,0.00145253,0,0,1.82,0,0,0,0.06,0,0,0,0,0,0,0,0,-1.82
740,0.06,328.56,0.00138947,0,0,1.74,0,0,0,0.05,0,0,0,0,0,0,0,0,-1.74
741,0.05,314.28,0.00132925,0,0,1.67,0,0,0,0.05,0,0,0,0,0,0,0,0,-1.67
742,0.05,300.64,0.00127173,0,0,1.59,0,0,0,0.05,0,0,0,0,0,0,0,0,-1.59
743,0.05,287.61,0.00121678,0,0,1.53,0,0,0,0.05,0,0,0,0,0,0,0,0,-1.53
744,0.05,275.17,0.00116429,0,0,1.46,0,0,0,0.04,0,0,0,0,0,0,0,0,-1.46
745,0.04,263.28,0.00111413,0,0,1.4,0,0,0,0.04,0,0,0,0,0,0,0,0,-1.4
746,0.04,251.93,0.00106619,0,0,1.34,0,0,0,0.04,0,0,0,0,0,0,0,0,-1.34
747,0.04,241.08,0.00102038,0,0,1.28,0,0,0,0.04,0,0,0,0,0,0,0,0,-1.28
748,0.04,230.71,0.00097659,0,0,1.22,0,0,0,0.03,0,0,0,0,0,0,0,0,-1.22
749,0.03,220.8,0.00093473,0,0,1.17,0,0,0,0.03,0,0,0,0,0,0,0,0,-1.17
750,0.03,211.33,0.00089472,0,0,1.12,0,0,0,0.03,0,0,0,0,0,0,0,0,-1.12
751,0.03,202.27,0.00085645,0,0,1.07,0,0,0,0.03,0,0,0,0,0,0,0,0,-1.07
752,0.03,193.61,0.00081987,0,0,1.03,0,0,0,0.03,0,0,0,0,0,0,0,0,-1.03
753,0.03,185.34,0.00078488,0,0,0.98,0,0,0,0.03,0,0,0,0,0,0,0,0,-0.98
754,0.03,177.42,0.00075142,0,0,0.94,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.94
755,0.02,169.85,0.00071941,0,0,0.9,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.9
756,0.02,162.61,0.0006888,0,0,0.86,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.86
757,0.02,155.69,0.00065951,0,0,0.83,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.83
758,0.02,149.07,0.00063149,0,0,0.79,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.79
759,0.02,142.73,0.00060469,0,0,0.76,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.76
760,0.02,136.67,0.00057904,0,0,0.72,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.72
761,0.02,130.87,0.00055449,0,0,0.69,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.69
762,0.02,125.32,0.00053101,0,0,0.66,0,0,0,0.02,0,0,0,0,0,0,0,0,-0.66
763,0.02,120.01,0.00050853,0,0,0.64,0,0,0,0.01,0,0,0,0,0,0,0,0,-0.64
764,0.01,114.93,0.00048702,0,0,0.61,0,0,0,0.01,0,0,0,0,0,0,0,0,-0.61
765,0.01,110.06,0.00046643,0,0,0.58,0,0,0,0.01,0,0,0,0,0,0,0,0,-0.58
766,0.01,105.41,0.00044673,0,0,0.56,0,0,0,0.01,0,0,0,0,0,0,0,0,-0.56
767,0.01,100.96,0.00042787,0,0,0.53,0,0,0,0.01,0,0,0,0,0,0,0,0,-0.53
768,0.01,96.69,0.00040981,0,0,0.51,0,0,0,0.01,0,0,0,0,0,0,0,0,-0.51
