Month,PolicyYear,MonthInPY,Age,BOP_AV,BOP_BB,FinalMortality,FinalLapse,PWD_Rate,RiderChargeRate,CreditedRate,SurrChgPct,FPW_Pct,Lives,Mortality,Lapse,PWD,SurrChg,RiderChg,Interest,EOP_AV,BaseLapse,DynamicLapse,LapseSkew
1,1,1,67,80841.03000000,105093.33000000,0.00038158,0.00000000,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7845905029,30.84719047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,80810.18280953,-5.74481029,-0.34715150,0.08333333
2,1,2,67,80810.18280953,105053.22865582,0.00038116,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7841435222,30.79785713,13.86808552,0.00000000,1.37156890,0.00000000,0.00000000,80764.14529798,-5.74481029,-0.34715150,0.08333333
3,1,3,67,80764.14529798,104993.37989593,0.00038075,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7836971225,30.74669697,13.86018551,0.00000000,1.37078758,0.00000000,0.00000000,80718.16762792,-5.74481029,-0.34715150,0.08333333
4,1,4,67,80718.16762792,104933.60892998,0.00038033,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7832513027,30.69563465,13.85229577,0.00000000,1.37000727,0.00000000,0.00000000,80672.24969023,-5.74481029,-0.34715150,0.08333333
5,1,5,67,80672.24969023,104873.91561609,0.00037991,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7828060618,30.64466995,13.84441628,0.00000000,1.36922798,0.00000000,0.00000000,80626.39137601,-5.74481029,-0.34715150,0.08333333
6,1,6,67,80626.39137601,104814.29981271,0.00037950,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7823613988,30.59380266,13.83654703,0.00000000,1.36844971,0.00000000,0.00000000,80580.59257661,-5.74481029,-0.34715150,0.08333333
7,1,7,67,80580.59257661,104754.76137859,0.00037908,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7819173125,30.54303256,13.82868799,0.00000000,1.36767244,0.00000000,0.00000000,80534.85318362,-5.74481029,-0.34715150,0.08333333
8,1,8,67,80534.85318362,104695.30017280,0.00037867,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7814738019,30.49235944,13.82083914,0.00000000,1.36689618,0.00000000,0.00000000,80489.17308887,-5.74481029,-0.34715150,0.08333333
9,1,9,67,80489.17308887,104635.91605471,0.00037826,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7810308661,30.44178306,13.81300047,0.00000000,1.36612093,0.00000000,0.00000000,80443.55218442,-5.74481029,-0.34715150,0.08333333
10,1,10,67,80443.55218442,104576.60888399,0.00037784,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7805885038,30.39130323,13.80517195,0.00000000,1.36534668,0.00000000,0.00000000,80397.99036256,-5.74481029,-0.34715150,0.08333333
11,1,11,67,80397.99036256,104517.37852066,0.00037743,0.00018861,0.00000000,0.00000000,0.00000000,0.09000000,0.00000000,0.7801467142,30.34091972,13.79735357,0.00000000,1.36457343,0.00000000,0.00000000,80352.48751584,-5.74481029,-0.34715150,0.08333333
12,1,12,67,80352.48751584,104458.22482499,0.00037702,0.00018861,0.00000000,0.00500000,0.00000000,0.09000000,0.00000000,0.7797054961,30.27837428,13.78396496,0.00000000,1.36324928,522.01412857,0.00000000,79785.04779874,-5.74481029,-0.34715150,0.08333333
13,2,1,68,79785.04779874,112429.85132356,0.00041604,0.00031736,0.00083718,0.00000000,0.03780000,0.09000000,0.05000000,0.7791337608,34.43198159,24.01989914,69.28613611,2.24570954,0.00000000,3015.87480679,82670.93887916,-5.22514605,-0.34715150,0.08333333
14,2,2,68,82670.93887916,112253.35508932,0.00041558,0.00027965,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7785921737,34.34104116,21.13239482,69.17870675,1.97574604,0.00000000,0.00000000,82544.31099038,-5.22514605,-0.47346786,0.08333333
15,2,3,68,82544.31099038,112081.41552318,0.00041513,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7780379768,34.25069088,22.39310337,69.07214952,2.09361437,0.00000000,0.00000000,82416.50143225,-5.22514605,-0.41407473,0.08333333
16,2,4,68,82416.50143225,111907.87144703,0.00041468,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7774845270,34.16030945,22.35843483,68.96521344,2.09037308,0.00000000,0.00000000,82288.92710145,-5.22514605,-0.41407473,0.08333333
17,2,5,68,82288.92710145,111734.64677038,0.00041422,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7769318229,34.07018206,22.32383009,68.85847416,2.08713775,0.00000000,0.00000000,82161.58747739,-5.22514605,-0.41407473,0.08333333
18,2,6,68,82161.58747739,111561.74078636,0.00041377,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7763798632,33.98030796,22.28928901,68.75193122,2.08390838,0.00000000,0.00000000,82034.48204082,-5.22514605,-0.41407473,0.08333333
19,2,7,68,82034.48204082,111389.15278992,0.00041332,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7758286465,33.89068636,22.25481144,68.64558421,2.08068494,0.00000000,0.00000000,81907.61027387,-5.22514605,-0.41407473,0.08333333
20,2,8,68,81907.61027387,111216.88207788,0.00041287,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7752781712,33.80131651,22.22039725,68.53943267,2.07746743,0.00000000,0.00000000,81780.97166001,-5.22514605,-0.41407473,0.08333333
21,2,9,68,81780.97166001,111044.92794886,0.00041242,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7747284361,33.71219764,22.18604629,68.43347619,2.07425583,0.00000000,0.00000000,81654.56568406,-5.22514605,-0.41407473,0.08333333
22,2,10,68,81654.56568406,110873.28970335,0.00041197,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7741794396,33.62332900,22.15175843,68.32771433,2.07105013,0.00000000,0.00000000,81528.39183217,-5.22514605,-0.41407473,0.08333333
23,2,11,68,81528.39183217,110701.96664363,0.00041152,0.00029679,0.00083718,0.00000000,0.00000000,0.09000000,0.05000000,0.7736311805,33.53470982,22.11753352,68.22214666,2.06785032,0.00000000,0.00000000,81402.44959185,-5.22514605,-0.41407473,0.08333333
24,2,12,68,81402.44959185,110530.95807380,0.00041107,0.00029679,0.00083718,0.00500000,0.00000000,0.09000000,0.05000000,0.7730836573,33.41684922,22.06390020,68.05671319,2.06283594,551.91215787,0.00000000,80724.93713542,-5.22514605,-0.41407473,0.08333333
25,3,1,69,80724.93713542,118243.13924978,0.00045595,0.00050255,0.00125868,0.00000000,0.03780000,0.08000000,0.05000000,0.7723428389,38.17277950,38.87665626,105.37909245,3.19764705,0.00000000,3051.40262372,83590.71358388,-4.69960299,-0.41407473,0.08333333
26,3,2,69,83590.71358388,117981.14377763,0.00045545,0.00044391,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7716483803,38.04769709,34.26564516,105.14867528,2.81838640,0.00000000,0.00000000,83410.43317995,-4.69960299,-0.53781419,0.08333333
27,3,3,69,83410.43317995,117726.69340457,0.00045495,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7709330691,37.92362979,36.37431500,104.92043612,2.99182677,0.00000000,0.00000000,83228.22297226,-4.69960299,-0.47607736,0.08333333
28,3,4,69,83228.22297226,117469.51927853,0.00045445,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7702188040,37.79945124,36.29486433,104.69126345,2.98529187,0.00000000,0.00000000,83046.45210137,-4.69960299,-0.47607736,0.08333333
29,3,5,69,83046.45210137,117212.96523881,0.00045396,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7695055829,37.67569815,36.21560520,104.46264328,2.97877272,0.00000000,0.00000000,82865.11938201,-4.69960299,-0.47607736,0.08333333
30,3,6,69,82865.11938201,116957.02961250,0.00045346,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7687934037,37.55236898,36.13653711,104.23457412,2.97226929,0.00000000,0.00000000,82684.22363251,-4.69960299,-0.47607736,0.08333333
31,3,7,69,82684.22363251,116701.71073179,0.00045297,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7680822643,37.42946220,36.05765952,104.00705449,2.96578152,0.00000000,0.00000000,82503.76367477,-4.69960299,-0.47607736,0.08333333
32,3,8,69,82503.76367477,116447.00693387,0.00045247,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7673721627,37.30697629,35.97897193,103.78008291,2.95930938,0.00000000,0.00000000,82323.73833426,-4.69960299,-0.47607736,0.08333333
33,3,9,69,82323.73833426,116192.91656101,0.00045198,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7666630968,37.18490971,35.90047383,103.55365789,2.95285283,0.00000000,0.00000000,82144.14643999,-4.69960299,-0.47607736,0.08333333
34,3,10,69,82144.14643999,115939.43796045,0.00045148,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7659550644,37.06326097,35.82216471,103.32777797,2.94641182,0.00000000,0.00000000,81964.98682452,-4.69960299,-0.47607736,0.08333333
35,3,11,69,81964.98682452,115686.56948445,0.00045099,0.00047226,0.00125868,0.00000000,0.00000000,0.08000000,0.05000000,0.7652480636,36.94202855,35.74404405,103.10244168,2.93998631,0.00000000,0.00000000,81786.25832393,-4.69960299,-0.47607736,0.08333333
36,3,12,69,81786.25832393,115434.30949023,0.00045050,0.00047226,0.00125868,0.00500000,0.00000000,0.08000000,0.05000000,0.7645420923,36.77758051,35.62384962,102.75574506,2.93010019,576.12455244,0.00000000,81032.04649611,-4.69960299,-0.47607736,0.08333333
37,4,1,70,81032.04649611,122861.50009598,0.00050062,0.00080494,0.00168214,0.00000000,0.03780000,0.07000000,0.05000000,0.7635442448,42.06286550,63.13521230,141.33684652,4.49758074,0.00000000,3063.01135755,83844.02534861,-4.16818112,-0.47607736,0.08333333
38,4,2,70,83844.02534861,122494.74572383,0.00050007,0.00071266,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7626185467,41.89323846,55.73225603,140.92088188,3.97021428,0.00000000,0.00000000,83601.50875797,-4.16818112,-0.59734239,0.08333333
39,4,3,70,83601.50875797,122140.43296296,0.00049952,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7616583898,41.72551793,59.25235478,140.51025760,4.22097653,0.00000000,0.00000000,83355.79965113,-4.16818112,-0.53343736,0.08333333
40,4,4,70,83355.79965113,121781.45598828,0.00049898,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7606998572,41.55743151,59.07822655,140.09733220,4.20857211,0.00000000,0.00000000,83110.85808877,-4.16818112,-0.53343736,0.08333333
41,4,5,70,83110.85808877,121423.60038349,0.00049843,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7597429454,41.39004493,58.90464220,139.68569654,4.19620643,0.00000000,0.00000000,82866.68149866,-4.16818112,-0.53343736,0.08333333
42,4,6,70,82866.68149866,121066.86239062,0.00049789,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7587876509,41.22335518,58.73159991,139.27534632,4.18387937,0.00000000,0.00000000,82623.26731788,-4.16818112,-0.53343736,0.08333333
43,4,7,70,82623.26731788,120711.23826527,0.00049734,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7578339701,41.05735923,58.55909786,138.86627722,4.17159080,0.00000000,0.00000000,82380.61299277,-4.16818112,-0.53343736,0.08333333
44,4,8,70,82380.61299277,120356.72427660,0.00049680,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7568818996,40.89205410,58.38713424,138.45848495,4.15934058,0.00000000,0.00000000,82138.71597891,-4.16818112,-0.53343736,0.08333333
45,4,9,70,82138.71597891,120003.31670724,0.00049626,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7559314357,40.72743678,58.21570725,138.05196523,4.14712858,0.00000000,0.00000000,81897.57374106,-4.16818112,-0.53343736,0.08333333
46,4,10,70,81897.57374106,119651.01185324,0.00049572,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7549825750,40.56350432,58.04481509,137.64671382,4.13495469,0.00000000,0.00000000,81657.18375314,-4.16818112,-0.53343736,0.08333333
47,4,11,70,81657.18375314,119299.80602405,0.00049517,0.00075988,0.00168214,0.00000000,0.00000000,0.07000000,0.05000000,0.7540353141,40.40025375,57.87445598,137.24272645,4.12281877,0.00000000,0.00000000,81417.54349818,-4.16818112,-0.53343736,0.08333333
48,4,12,70,81417.54349818,118949.69554243,0.00049463,0.00075988,0.00168214,0.00500000,0.00000000,0.07000000,0.05000000,0.7530896493,40.17771155,57.61862468,136.63605144,4.10459404,593.35943187,0.00000000,80585.64708461,-4.16818112,-0.53343736,0.08333333
49,5,1,71,80585.64708461,126013.21904095,0.00054954,0.00090924,0.00168214,0.00000000,0.03780000,0.06000000,0.05000000,0.7519914302,45.91614701,71.63961942,140.54833309,4.33028452,0.00000000,3046.13745980,83369.35016036,-3.98955531,-0.53343736,0.08333333
50,5,2,71,83369.35016036,125617.79280796,0.00054894,0.00080687,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7509722014,45.72403241,63.37728167,140.11343814,3.83086432,0.00000000,0.00000000,83116.30454382,-3.98955531,-0.65231863,0.08333333
51,5,3,71,83116.30454382,125236.51321578,0.00054834,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7499133492,45.53434710,67.50846629,139.68487481,4.08057537,0.00000000,0.00000000,82859.49628025,-3.98955531,-0.58641118,0.08333333
52,5,4,71,82859.49628025,124849.56420895,0.00054774,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7488564392,45.34405049,67.29990347,139.25332789,4.06796871,0.00000000,0.00000000,82603.53102968,-3.98955531,-0.58641118,0.08333333
53,5,5,71,82603.53102968,124463.88542232,0.00054715,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7478014667,45.15457641,67.09202522,138.82319743,4.05540343,0.00000000,0.00000000,82348.40582718,-3.98955531,-0.58641118,0.08333333
54,5,6,71,82348.40582718,124079.47238844,0.00054655,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7467484273,44.96592114,66.88482913,138.39447846,4.04287939,0.00000000,0.00000000,82094.11771907,-3.98955531,-0.58641118,0.08333333
55,5,7,71,82094.11771907,123696.32065681,0.00054595,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7456973165,44.77808103,66.67831279,137.96716600,4.03039643,0.00000000,0.00000000,81840.66376282,-3.98955531,-0.58641118,0.08333333
56,5,8,71,81840.66376282,123314.42579377,0.00054535,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7446481299,44.59105240,66.47247382,137.54125512,4.01795441,0.00000000,0.00000000,81588.04102707,-3.98955531,-0.58641118,0.08333333
57,5,9,71,81588.04102707,122933.78338241,0.00054476,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7436008630,44.40483162,66.26730984,137.11674088,4.00555319,0.00000000,0.00000000,81336.24659154,-3.98955531,-0.58641118,0.08333333
58,5,10,71,81336.24659154,122554.38902259,0.00054416,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7425555114,44.21941505,66.06281848,136.69361839,3.99319263,0.00000000,0.00000000,81085.27754698,-3.98955531,-0.58641118,0.08333333
59,5,11,71,81085.27754698,122176.23833076,0.00054357,0.00086210,0.00168214,0.00000000,0.00000000,0.06000000,0.05000000,0.7415120707,44.03479909,65.85899737,136.27188276,3.98087259,0.00000000,0.00000000,80835.13099517,-3.98955531,-0.58641118,0.08333333
60,5,12,71,80835.13099517,121799.32693999,0.00054297,0.00086210,0.00168214,0.00500000,0.00000000,0.06000000,0.05000000,0.7404705364,43.78350079,65.55481075,135.64247622,3.96248591,607.50192517,0.00000000,79978.68579633,-3.98955531,-0.58641118,0.08333333
61,6,1,72,79978.68579633,128566.21817629,0.00060336,0.00042781,0.00000000,0.00000000,0.03780000,0.05000000,0.05000000,0.7397071784,49.63121794,33.51955662,696.40034845,1.67157894,0.00000000,2996.87038993,82194.33348431,-4.68786306,-0.58641118,0.08333333
62,6,2,72,82194.33348431,128433.67805607,0.00060270,0.00038064,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7389799695,49.10753374,29.54097779,695.61715684,1.47317212,0.00000000,0.00000000,81418.59464383,-4.68786306,-0.70298900,0.08333333
63,6,3,72,81418.59464383,128307.41444130,0.00060204,0.00040100,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7382389221,48.58705652,30.82536715,694.79644334,1.53722303,0.00000000,0.00000000,80642.84855379,-4.68786306,-0.65098015,0.08333333
64,6,4,72,80642.84855379,128178.74804923,0.00060138,0.00039485,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7375036443,48.06819434,30.06099794,693.86718606,1.49910488,0.00000000,0.00000000,79869.35307056,-4.68786306,-0.66641330,0.08333333
65,6,5,72,79869.35307056,128051.08344031,0.00060072,0.00038868,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7367741256,47.55182460,29.30600511,692.82991112,1.46145432,0.00000000,0.00000000,79098.20387541,-4.68786306,-0.68210905,0.08333333
66,6,6,72,79098.20387541,127924.41875772,0.00060006,0.00038252,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7360503541,47.03801682,28.56052948,691.65373906,1.42427837,0.00000000,0.00000000,78329.52731167,-4.68786306,-0.69807194,0.08333333
67,6,7,72,78329.52731167,127798.75195998,0.00059941,0.00037634,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7353323169,46.52686782,27.82473511,690.29234875,1.38758522,0.00000000,0.00000000,77563.49577477,-4.68786306,-0.71430615,0.08333333
68,6,8,72,77563.49577477,127674.08079695,0.00059875,0.00037017,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7346199997,46.01851818,27.09882561,688.67162364,1.35138500,0.00000000,0.00000000,76800.35542234,-4.68786306,-0.73081516,0.08333333
69,6,9,72,76800.35542234,127550.40277099,0.00059810,0.00036400,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7339133862,45.51318519,26.38307024,686.66185571,1.31569117,0.00000000,0.00000000,76040.48162003,-4.68786306,-0.74760131,0.08333333
70,6,10,72,76040.48162003,127427.71508053,0.00059744,0.00035782,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7332124582,45.01123984,25.67786071,684.00362242,1.28052324,0.00000000,0.00000000,75284.50837382,-4.68786306,-0.76466493,0.08333333
71,6,11,72,75284.50837382,127306.01453191,0.00059679,0.00035166,0.00000000,0.00000000,0.00000000,0.05000000,0.05000000,0.7325171940,44.51343794,24.98386701,680.04835459,1.24591463,0.00000000,0.00000000,74533.71679965,-4.68786306,-0.78200284,0.08333333
72,6,12,72,74533.71679965,127185.29738794,0.00059614,0.00034552,0.00000000,0.01500000,0.00000000,0.05000000,0.05000000,0.7318275672,43.99138431,24.28579229,672.20174023,1.21110250,1888.84226070,0.00000000,71903.18451962,-4.68786306,-0.79960455,0.08333333
73,7,1,73,71903.18451962,127065.55906855,0.00066279,0.00041073,0.00000000,0.00000000,0.03780000,0.04000000,0.05000000,0.7310421308,48.97254440,29.19498813,688.27177829,1.15323238,0.00000000,2691.92370162,73827.51567804,-4.49747963,-0.81744132,0.08333333
74,7,2,73,73827.51567804,126929.18552282,0.00066207,0.00038279,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7302784838,48.41197493,26.92653540,687.46593461,1.06362614,0.00000000,0.00000000,73063.64760697,-4.49747963,-0.88775429,0.08333333
75,7,3,73,73063.64760697,126796.59522533,0.00066134,0.00040465,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7295002031,47.85412694,28.16770320,686.60409768,1.11265356,0.00000000,0.00000000,72299.90902559,-4.49747963,-0.83231530,0.08333333
76,7,4,73,72299.90902559,126661.46411976,0.00066062,0.00039714,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7287287565,47.29815562,27.35346707,685.62815080,1.08049038,0.00000000,0.00000000,71538.54876171,-4.49747963,-0.85101510,0.08333333
77,7,5,73,71538.54876171,126527.51960190,0.00065990,0.00038963,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7279641215,46.74498533,26.55137255,684.53985159,1.04880682,0.00000000,0.00000000,70779.66374543,-4.49747963,-0.87006575,0.08333333
78,7,6,73,70779.66374543,126394.75775218,0.00065918,0.00038213,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7272062738,46.19469382,25.76157303,683.30706299,1.01760891,0.00000000,0.00000000,70023.38280667,-4.49747963,-0.88947433,0.08333333
79,7,7,73,70023.38280667,126263.17437487,0.00065846,0.00037463,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7264551875,45.64739005,24.98424517,681.88157640,0.98690366,0.00000000,0.00000000,69269.88269140,-4.49747963,-0.90924754,0.08333333
80,7,8,73,69269.88269140,126132.76496778,0.00065774,0.00036714,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7257108346,45.10323301,24.21960627,680.18625411,0.95669962,0.00000000,0.00000000,68519.41689838,-4.49747963,-0.92939123,0.08333333
81,7,9,73,68519.41689838,126003.52467334,0.00065702,0.00035967,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7249731848,44.56246941,23.46794156,678.08609932,0.92700809,0.00000000,0.00000000,67772.37338000,-4.49747963,-0.94990980,0.08333333
82,7,10,73,67772.37338000,125875.44820799,0.00065630,0.00035222,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7242422045,44.02552162,22.72966327,675.31110924,0.89784533,0.00000000,0.00000000,67029.40924054,-4.49747963,-0.97080519,0.08333333
83,7,11,73,67029.40924054,125748.52975265,0.00065558,0.00034479,0.00000000,0.00000000,0.00000000,0.04000000,0.05000000,0.7235178560,43.49325201,22.00547232,671.18625944,0.86923903,0.00000000,0.00000000,66291.85501773,-4.49747963,-0.99207470,0.08333333
84,7,12,73,66291.85501773,125622.76276491,0.00065486,0.00033740,0.00000000,0.01500000,0.00000000,0.04000000,0.05000000,0.7228000953,42.93633542,21.28124241,663.01140524,0.84063120,1863.69314858,0.00000000,63700.09225489,-4.49747963,-1.01370620,0.08333333
85,8,1,74,63700.09225489,125498.13960871,0.00072952,0.00040179,0.00000000,0.00000000,0.03780000,0.03000000,0.05000000,0.7219825976,47.69985922,25.52258763,679.78158955,0.74873263,0.00000000,2382.16774315,65328.50722902,-4.30121738,-1.03566375,0.08333333
86,8,2,74,65328.50722902,125356.19933925,0.00072872,0.00036826,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.7211907911,47.09982560,23.12372800,678.94285159,0.67835949,0.00000000,0.00000000,64578.66246433,-4.30121738,-1.12261966,0.08333333
87,8,3,74,64578.66246433,125218.71976863,0.00072792,0.00039082,0.00000000,0.00000000,0.00000000,0.03000000,0.05000000,0.7203841673,46.50279459,24.25597117,678.04923438,0.71157507,0.00000000,0.00000000,63829.14288912,-4.30121738,-1.06327809,0.08333333
